12/3/2007,13264.82031
1/2/2008,12650.36035
2/1/2008,12266.38965
3/3/2008,12262.88965
4/1/2008,12820.12988
5/1/2008,12638.32031
6/2/2008,11350.00977
7/1/2008,11378.01953
8/1/2008,11543.95996
9/2/2008,10850.66016
10/1/2008,9325.009766
11/3/2008,8829.040039
12/1/2008,8776.389648
1/2/2009,8000.859863
2/2/2009,7062.930176
3/2/2009,7608.919922
4/1/2009,8168.120117
5/1/2009,8500.330078
6/1/2009,8447
7/1/2009,9171.610352
8/3/2009,9496.280273
9/1/2009,9712.280273
10/1/2009,9712.730469
11/2/2009,10344.83984
12/1/2009,10428.04981
1/4/2010,10067.33008
2/1/2010,10325.25977
3/1/2010,10856.62988
4/1/2010,11008.61035
5/3/2010,10136.62988
6/1/2010,9774.019531
7/1/2010,10465.94043
8/2/2010,10014.71973
9/1/2010,10788.04981
10/1/2010,11118.49023
11/1/2010,11006.01953
12/1/2010,11577.50977
1/3/2011,11891.92969
2/1/2011,12226.33984
3/1/2011,12319.73047
4/1/2011,12810.54004
5/2/2011,12569.79004
6/1/2011,12414.33984
7/1/2011,12143.24023
8/1/2011,11613.53027
9/1/2011,10913.37988
10/3/2011,11955.00977
11/1/2011,12045.67969
12/1/2011,12217.55957
1/3/2012,12632.91016
2/1/2012,12952.07031
3/1/2012,13212.04004
4/2/2012,13213.62988
5/1/2012,12393.4502
6/1/2012,12880.08984
7/2/2012,13008.67969
8/1/2012,13090.83984
9/4/2012,13437.12988
10/1/2012,13096.45996
11/1/2012,13025.58008
12/3/2012,13104.13965
1/2/2013,13860.58008
2/1/2013,14054.49023
3/1/2013,14578.54004
4/1/2013,14839.79981
5/1/2013,15115.57031
6/3/2013,14909.59961
7/1/2013,15499.54004
8/1/2013,14810.30957
9/3/2013,15129.66992
10/1/2013,15545.75
11/1/2013,16086.41016
12/2/2013,16576.66016
1/2/2014,15698.84961
2/3/2014,16321.70996
3/3/2014,16457.66016
4/1/2014,16580.83984
5/1/2014,16717.16992
6/2/2014,16826.59961
7/1/2014,16563.30078
8/1/2014,17098.44922
9/2/2014,17042.90039
10/1/2014,17390.51953
11/3/2014,17828.24023
12/1/2014,17823.07031
1/2/2015,17164.94922
2/2/2015,18132.69922
3/2/2015,17776.11914
4/1/2015,17840.51953
5/1/2015,18010.67969
6/1/2015,17619.50977
7/1/2015,17689.85938
8/3/2015,16528.0293
9/1/2015,16284.7002
10/1/2015,17663.53906
11/2/2015,17719.91992
12/1/2015,17425.0293
